id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm996996,The Misadventures of Hedi and Cokeman,MOVIE,"In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.",2021,,99,"['action', 'crime', 'comedy']",['FR'],,tt13669344,4.4,641.0,19.908,
ts288540,Ray,SHOW,"From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.",2021,TV-MA,59,"['drama', 'thriller', 'crime']",['IN'],1.0,tt14160660,7.1,8795.0,5.791,6.8
tm227523,Fifty,MOVIE,"Tola, Elizabeth, Maria and Kate are four friends forced at midlife to take inventory of their personal lives, while juggling careers and family against the sprawling backdrops of the upper middle-class neighbourhoods of Ikoyi and Victoria Island in Lagos.",2015,,101,"['drama', 'romance', 'sport', 'thriller']",['NG'],,tt7440582,6.0,265.0,2.484,5.3
tm47673,An Egyptian Story,MOVIE,"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suﬀers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlessly—with healthy doses of cleverly  absurdist fantasy—as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.",1982,,129,"['drama', 'fantasy']",['EG'],,tt0084042,7.3,1126.0,1.77,6.7
ts55978,Samurai Gourmet,SHOW,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,2017,,21,['comedy'],['JP'],1.0,tt6304676,8.1,2099.0,5.009,7.9
tm171042,The Call,MOVIE,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",2013,R,94,"['thriller', 'crime', 'drama', 'horror', 'action', 'european']",['US'],,tt1911644,6.7,121843.0,41.764,6.8
ts106612,Chicken Soup for the Soul's Being Dad,SHOW,,2018,TV-PG,40,['reality'],[],1.0,tt8908110,,,,
tm981956,Spirit Riding Free: Ride Along Adventure,MOVIE,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,2020,,22,"['animation', 'comedy', 'action', 'family', 'western', 'drama']",['US'],,tt13453940,6.1,61.0,1.52,8.7
ts83657,The Order,SHOW,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",2019,TV-MA,48,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],2.0,tt8295472,6.7,27943.0,27.883,7.9
tm242422,In the Shadow of Iris,MOVIE,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",2016,,99,"['thriller', 'drama', 'crime', 'european']",['FR'],,tt5598110,6.1,4275.0,8.117,5.844
tm160596,Zozo,MOVIE,A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,2005,,105,"['drama', 'european', 'family', 'war']","['CZ', 'GB', 'DK', 'NL', 'SE']",,tt0448267,6.5,3225.0,1.899,6.0
ts237556,The Unremarkable Juanquini,SHOW,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,2020,TV-MA,29,['comedy'],['CO'],2.0,tt12189308,4.3,191.0,7.945,7.0
tm1064988,Zero to Hero,MOVIE,"This film is based on the story of So Wa Wai, the medal-winning Paralympic athlete. It teaches audiences that even people who “lose on the starting line” can achieve victory as long as they persist.",2021,,103,"['drama', 'sport']",['HK'],,tt14892216,6.7,842.0,4.779,7.4
tm1073433,Shiva: The Secret World Of Vedas City,MOVIE,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens.",2017,G,78,[],[],,,,,1.4,
tm366889,Vice,MOVIE,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",2018,R,132,"['comedy', 'drama', 'documentation']",['US'],,tt6266538,7.2,139439.0,16.962,7.059
tm467116,Life Overtakes Me,MOVIE,"Hundreds of refugee children in Sweden, who have fled with their families from extreme trauma, have become afflicted with 'uppgivenhetssyndrom,' or Resignation Syndrome. Facing deportation, they withdraw from the world into a coma-like state, as if frozen, for months, or even years.",2019,,39,['documentation'],"['SE', 'US']",,tt9204606,5.0,45.0,8.087,6.4
tm904862,Just Say Yes,MOVIE,Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,2021,,97,"['comedy', 'romance']",['NL'],,tt12154638,4.5,1968.0,47.626,6.533
ts102086,Behind Her Eyes,SHOW,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",2021,TV-MA,50,"['thriller', 'drama']",['GB'],1.0,tt9698442,7.2,59293.0,29.851,7.6
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",2017,TV-MA,55,['documentation'],['MX'],1.0,tt7334894,6.8,1093.0,17.067,6.1
tm1080114,Hostage House,MOVIE,A realtor and her daughter are taken hostage by armed robbers.,2021,,90,['thriller'],['US'],,tt13033790,3.9,860.0,4.731,6.8
tm293867,Neal Brennan: 3 Mics,MOVIE,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",2017,,65,"['comedy', 'documentation']",['US'],,tt6438918,7.9,3302.0,3.283,7.3
tm850176,Leslie Jones: Time Machine,MOVIE,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",2020,,66,['comedy'],[],,,,,1.762,5.9
ts224303,The Daily Life of the Immortal King,SHOW,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…",2020,TV-14,19,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['CN'],2.0,tt11755260,7.2,1331.0,121.132,8.6
tm434776,Mo Amer: The Vagabond,MOVIE,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",2018,,56,"['comedy', 'documentation']",['US'],,tt9060526,7.3,838.0,2.374,5.7
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,116.0,1.536,5.8
ts81827,True: Magical Friends,SHOW,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,TV-Y,24,['animation'],['US'],1.0,,,,0.675,10.0
tm228574,Swearnet Live,MOVIE,"""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network.",2014,,75,['comedy'],['CA'],,tt3599642,5.3,540.0,1.507,5.4
ts269280,Kings of Jo'Burg,SHOW,"The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",2020,TV-MA,53,"['crime', 'thriller']",['ZA'],1.0,tt13453828,5.0,499.0,5.53,7.9
ts14102,Bo on the Go!,SHOW,"Bo on the Go! is a Canadian TV series, created by Jeff Rosen and produced by Decode Entertainment, a DHX Media Company, in association with Decode Entertainment and Halifaxfilm. The TV series emphasizes the importance of movement for children through a plot element called ""Animoves"", which are animations demonstrating specific body movements that viewers must learn in order to solve problems highlighted in each episode.

It is broadcast in Canada on CBC Television in the Kids' CBC programming block. It is broadcast in the United Kingdom on Playhouse Disney and it is also broadcast in the United States on Playhouse Disney and is also broadcast on Disney Junior every weekday at 5:00 a.m. EST and 12:00 a.m. EST. It is currently broadcast on seventeen broadcasters around the world, in over twelve languages, including Spanish, French, Italian, Greek, Arabic, Thai, Finnish, Hebrew, Portuguese, Turkish, and Gaelic.",2007,,22,['animation'],['CA'],4.0,tt1516172,4.2,123.0,1.52,6.0
tm1039571,The Upshaws - The Afterparty,MOVIE,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game.",2021,R,32,[],['US'],,,,,1.878,7.7
tm824165,Falling Inn Love,MOVIE,"When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",2019,,98,"['romance', 'comedy']",['US'],,tt9860752,5.6,19559.0,19.061,6.529
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",2019,PG-13,58,['comedy'],['US'],,tt10376844,5.9,959.0,2.486,6.5
tm886193,Laabam,MOVIE,"The president of a farmers' association wants to set up a community farming initiative and takes on a big shot, who wants to destroy his plans so that he can start a bio-diesel project on the land.",2021,,144,"['drama', 'action']",['IN'],,tt10300450,3.4,799.0,2.339,5.0
ts22267,Trailer Park Boys,SHOW,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,tt0290988,8.6,42733.0,22.603,8.0
tm136308,Monster,MOVIE,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],,tt0340855,7.3,150339.0,16.309,7.2
tm52176,Welcome to Sajjanpur,MOVIE,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.",2008,PG,134,"['comedy', 'drama']",['IN'],,tt1221139,6.9,3259.0,1.823,5.6
tm414709,Siberia,MOVIE,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",2018,R,104,"['romance', 'thriller', 'crime', 'european']","['CA', 'US', 'DE']",,tt6494418,4.3,15369.0,22.0,4.8
ts213611,Bangkok Love Stories: Plead,SHOW,"When a blind fortune teller decides to love a confident girl, who doesn't believe in fate, even the horoscope of both will be very strongly, that may cause his fate to be absent...",2019,,42,['drama'],['TH'],1.0,tt10438656,7.2,58.0,1.82,9.0
tm918959,A Go! Go! Cory Carson Summer Camp,MOVIE,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",2020,,20,['animation'],['US'],,,,,2.143,2.7
tm67444,Jim Gaffigan: Mr. Universe,MOVIE,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",2012,,77,['comedy'],['US'],,tt2273321,7.7,3524.0,3.991,6.9
tm241990,Blame!,MOVIE,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",2017,PG-13,106,"['scifi', 'animation', 'action', 'drama', 'thriller']",['JP'],,tt6574146,6.6,8044.0,31.452,6.4
ts88909,Glow Up: Britain's Next Make-Up Star,SHOW,"A talented cast of aspiring makeup artists live and work together as they attempt to prove their potential to industry professionals from a multitude of worlds from fashion to film. With regular eliminations, the challenges not only test their skills under pressure but also give them the opportunity to unleash their creative vision with jaw-dropping results.",2019,TV-14,54,['reality'],['GB'],4.0,tt9680524,6.8,2095.0,5.621,7.0
tm1022912,One,MOVIE,"Story of Kadakkal Chandran, the Chief Minister of Kerala whose uncompromising attitude towards corruption and his dictatorial actions has gained him a lot of enemies. The events gets more intense when he faces an allegation.",2021,,150,"['drama', 'thriller']",['IN'],,tt11286552,6.5,2672.0,2.237,6.5
tm844978,Guatemala: Heart of the Mayan World,MOVIE,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",2019,,66,['documentation'],"['GT', 'UY']",,tt11505398,6.6,224.0,2.275,5.8
ts190462,Gentefied,SHOW,The Morales cousins scramble to save their grandfather's taco shop--and pursue their own dreams--as gentrification shakes up their LA neighborhood.,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2697.0,3.205,7.8
tm70652,Thaandavam,MOVIE,A blind man with his 'Echolocation' power takes on a revenge mission.,2012,,167,"['action', 'thriller']",['IN'],,tt2271641,6.1,2034.0,2.596,5.6
tm163066,Xenos,MOVIE,"In 2010, Abu Eyad and other young Palestinian men from the Ain el-Helweh refugee camp in Lebanon travelled with smugglers through Syria and Turkey into Greece. Like so many other migrants, they came looking for a way into Europe but found themselves trapped in a country undergoing economic, political, and social collapse.",2013,,12,['documentation'],['GB'],,tt3289618,7.8,,1.4,5.0
ts265844,#ABtalks,SHOW,"#ABtalks is a YouTube interview show hosted by Anas Bukhash, showcasing the 'raw' side of celebrities, athletes, entrepreneurs, and influencers as human beings.",2018,TV-PG,68,[],[],1.0,tt12635254,9.6,7.0,,
tm375729,Us and Them,MOVIE,"Ten years ago, on a train home during the busy Spring Festival travel period, fate brings Xiaoxiao and Jianqing together. Like many young couples, they meet, fall in love, and strive to make it work, but eventually, the harsh realities of life make them drift apart. Ten years later, they run into each other again. Will they make the most of this second chance and rekindle what they once lost?",2018,,120,"['drama', 'romance']",['CN'],,tt8033592,7.3,4198.0,7.651,7.6
ts19779,Barbie: Life in the Dreamhouse,SHOW,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",2012,TV-Y,6,"['family', 'animation', 'comedy']",['US'],7.0,tt2644032,7.4,1887.0,30.905,7.4
tm89386,Hitler: A Career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,150,"['history', 'documentation', 'european']",['DE'],,tt0191182,7.5,2460.0,4.305,7.3
ts343404,Mai: A Mother's Rage,SHOW,"A grieving mother discovers the criminals behind her daughter's tragic death, and transforms from meek to merciless to get the real story.",2022,TV-MA,48,"['drama', 'thriller', 'crime']",['IN'],1.0,,,,4.327,9.2
ts44064,Drunken to Love You,SHOW,"Love You, is a 2011 Taiwanese drama starring Joseph Chang, Rainie Yang, Kingone Wang, Tiffany Hsu, Alien Huang and Tom Price. It is the second installment of the Fated to Love You trilogy. It started filming in January 2011 and wrapped on 30 April.

It was first broadcast in Taiwan on free-to-air Taiwan Television from 17 April 2011, every Sunday at 22:00 and cable TV SET Metro from 23 April 2011, every Saturday at 21:00.

Love You was nominated in 2011 for four awards at the 46th Golden Bell Awards, including Best Leading Actor in a Television Series for Joseph Chang, Best Directing for a Television Series for Ming-chang Chen and Best Television Series.",2011,TV-14,46,"['comedy', 'drama', 'romance']",['TW'],1.0,tt2473936,6.5,114.0,3.195,8.0
tm318200,Clive Davis: The Soundtrack of Our Lives,MOVIE,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",2017,PG-13,123,"['documentation', 'music']",['US'],,tt6494358,7.4,991.0,4.315,6.3
tm996479,Tuesdays And Fridays,MOVIE,Two millennials get into a relationship where they are allowed to meet only on 'Tuesdays & Fridays'.,2021,,106,"['romance', 'comedy']","['GB', 'IN']",,tt9176102,4.4,792.0,1.589,5.3
ts122290,Dharmakshetra,SHOW,"After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",2014,TV-14,44,['drama'],['IN'],1.0,tt6803712,8.3,273.0,1.243,10.0
tm69926,Here Comes the Boom,MOVIE,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,2012,PG,105,"['action', 'comedy', 'sport']",['US'],,tt1648179,6.4,90126.0,15.732,6.2
ts258321,"Ada Twist, Scientist",SHOW,"Ada Twist, a young scientist who will explore helping people through scientific discovery, collaboration and friendship.",2021,,28,"['family', 'music', 'animation', 'comedy']",['US'],2.0,tt13241650,6.8,149.0,2.807,7.0
ts54102,Altered Carbon,SHOW,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",['US'],2.0,tt2261227,7.9,164872.0,52.901,7.8
tm851128,Bigbug,MOVIE,"Set in the world of 2045, where communities have robotic helpers, a group of suburbanites are locked in for their protection by their household robots, while a rogue, self-aware AI android revolt uprising takes place outside.",2022,R,111,"['comedy', 'scifi', 'fantasy']",['FR'],,tt11541872,5.4,7483.0,26.497,5.3
tm203056,Husband Factor,MOVIE,A traditional Turkish woman tries to find love and is forced by her family members to get married.,2015,PG-13,108,"['comedy', 'romance', 'drama', 'fantasy']",['TR'],,tt4899096,6.2,5092.0,4.497,5.8
ts89881,Mr. Iglesias,SHOW,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,TV-14,29,['comedy'],['US'],3.0,tt8403536,7.1,6857.0,7.974,7.7
tm920599,Super Monsters: The New Class,MOVIE,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level - the Purple Room.",2020,,24,['animation'],['CA'],,,,,2.7,6.5
tm28024,A Very Special Love,MOVIE,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan — a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched men’s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.",2008,PG,105,"['comedy', 'drama', 'romance']",['PH'],,tt1243381,6.5,391.0,2.281,7.3
ts326029,Savage Rhythm,SHOW,The opposite worlds of two dancers in Colombia clash on and off the dance floor when their ambition to succeed leads them down a treacherous path.,2022,TV-MA,38,"['drama', 'music']",['CO'],1.0,tt17076336,6.3,28.0,82.74,7.7
tm977464,Youth v Gov,MOVIE,"How can we bring accountability over the climate crisis? This inspiring story of youth activism documents 21 activists from across the nation as they file a groundbreaking lawsuit against the United States. The case reveals evidence that the government has endangered their constitutional rights to life, liberty, and property by acting over six decades to create the climate crisis. Youth v Gov, produced by the company behind acclaimed films such as The Ivory Game and Step, shows the power of young people to lead.",2020,,110,['documentation'],[],,tt13192640,6.7,70.0,1.841,10.0
ts250872,Southern Survival,SHOW,"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.",2020,,29,['reality'],['US'],1.0,tt12588286,5.2,462.0,1.847,8.3
tm837756,I'm No Longer Here,MOVIE,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019,,112,['drama'],"['MX', 'US']",,tt4323594,7.3,7918.0,17.342,7.7
ts223659,Jamtara – Sabka Number Ayega,SHOW,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",2020,,27,"['drama', 'crime']",['IN'],1.0,tt11150912,7.2,6319.0,4.971,7.6
tm91176,Ijé: The Journey,MOVIE,Anya's dream turned into a nightmare when she was accused of killing 3 men. For her to regain her freedom she had to share her secret with world. With help of her sister Chioma and an inexperienced attorney Ijé tells the story in a riveting way with an unexpected climatic ending. It's a story that conveys the fusion of the African culture with the American culture in a court room like no other.,2010,,106,['drama'],"['NG', 'US']",,tt1578582,6.2,110.0,1.394,
tm889390,Ben Platt: Live from Radio City Music Hall,MOVIE,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage -- numbers from his debut LP, ""Sing to Me Instead.""",2020,,85,"['documentation', 'music']",['US'],,,,,5.334,8.1
tm979026,"tick, tick... BOOM!",MOVIE,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",2021,PG-13,121,['drama'],['US'],,tt8721424,7.5,98370.0,33.246,7.8
ts57213,The Dark Crystal: Age of Resistance,SHOW,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.",2019,TV-PG,51,"['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action']","['US', 'GB']",1.0,tt6905690,8.4,24419.0,23.53,7.8
tm1234767,David A. Arnold: It Ain't for the Weak,MOVIE,"Performing in his Cleveland hometown, David A. Arnold jokes about marital spats and entitled kids as he shares a behind-the-scenes look at his family.",2022,R,78,['comedy'],['US'],,tt21106704,,,15.669,
tm1110527,Captain Nova,MOVIE,"A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.",2021,,86,"['action', 'family', 'scifi']",['NL'],,tt14915608,5.5,1391.0,7.99,6.2
ts236769,"Coronavirus, Explained",SHOW,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020,TV-PG,23,['documentation'],['US'],1.0,tt12189310,7.6,2254.0,5.929,7.4
tm1040959,The Circle: The Afterparty,MOVIE,"Stars of The Circle drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another.",2021,,35,[],['US'],,,,,1.882,10.0
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021,TV-14,62,"['war', 'history', 'documentation']",['US'],1.0,tt15260794,8.0,9132.0,7.209,7.3
tm501222,Twin Murders: The Silence of the White City,MOVIE,A cop returns to the job. A serial killer too returns to the job.,2019,,110,"['action', 'crime', 'drama', 'horror', 'thriller', 'european']",['ES'],,tt8393332,5.3,5307.0,11.036,5.6
ts89876,Lunatics,SHOW,This mockumentary series follows the peculiar lives of six eccentric -- and sometimes obscene -- misfits who march to their own beat.,2019,TV-MA,36,['comedy'],['US'],1.0,tt8164794,6.5,3179.0,3.871,6.2
ts254916,The Cabin with Bert Kreischer,SHOW,"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",2020,TV-MA,27,"['comedy', 'reality']",[],1.0,tt13148876,6.6,1637.0,4.845,8.8
tm993790,40 Love,MOVIE,"Beek, a 22 year-old statistics wiz, believes his Moneyball-esque skills can help rising tennis star Lois Kuzenkova win the U.S. Open.",2021,R,98,['comedy'],"['MX', 'US']",,,,,1.92,3.0
tm240728,Patton Oswalt: Talking for Clapping,MOVIE,"Patton Oswalt delivers a fresh hour plus of stand-up, covering everything from misery to defeat to hopelessness. It's his most upbeat special to date.",2016,,65,"['comedy', 'documentation']",['US'],,tt5457520,6.7,2001.0,3.337,6.6
tm214825,The Ridiculous 6,MOVIE,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2015,PG-13,119,"['western', 'comedy', 'action']",['US'],,tt2479478,4.8,47935.0,40.711,5.152
tm845437,Disclosure,MOVIE,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",2020,,107,['documentation'],['US'],,tt8637504,8.2,5421.0,13.019,8.2
tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5
tm421161,W. Kamau Bell: Private School Negro,MOVIE,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",2018,,65,['comedy'],['US'],,tt8467788,6.4,789.0,1.353,6.3
tm328175,Budapest,MOVIE,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018,R,102,"['comedy', 'european']",['FR'],,tt7027092,5.4,2952.0,7.816,5.6
tm331117,Carbone,MOVIE,"In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",2017,,104,"['thriller', 'crime', 'european']","['BE', 'FR']",,tt6183834,6.5,2587.0,8.097,6.8
tm954297,The Secret Diary of an Exchange Student,MOVIE,Two best friends embark on a life-changing adventure abroad as exchange students.,2021,,96,"['comedy', 'romance']",['BR'],,tt11594766,5.3,890.0,6.139,6.6
tm814734,Kidnapping Stella,MOVIE,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully-laid plans.",2019,,89,"['crime', 'thriller']",['DE'],,tt8613876,4.9,6008.0,13.895,5.3
tm158302,Ankhon Dekhi,MOVIE,"Bauji resists his daughter's request to let her marry the man she loves as the villagers incessantly shame him. However, his opinion changes after he meets him and he decides to change his viewpoint.",2014,,104,"['drama', 'comedy']",['IN'],,tt3614516,8.0,11330.0,4.013,6.9
ts26091,The Staircase,SHOW,"Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.",2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,tt8178674,7.8,21531.0,10.922,7.7
ts310081,Two Summers,SHOW,"A group of friends get together thirty years after one of the group members died in a tragic accident while they were on holiday. What was supposed to be a relaxing vacation changes rapidly into a nightmare, when some of the friends are blackmailed with footage from that terrible week three decades ago.",2022,TV-PG,46,"['thriller', 'drama']",['BE'],1.0,tt13018574,6.8,2867.0,39.696,6.75
tm356563,The Stolen,MOVIE,"The story of a woman who must find her kidnapped son, navigating a world she doesn't know, on the edge of danger with every heartbeat.",2017,,98,"['western', 'drama', 'thriller', 'action']","['DE', 'NZ', 'GB']",,tt6441176,5.3,1330.0,6.15,5.5
